text,label
24 کاتژمێردا 69 بەریتانیا کرونا گیانیان لەدەستداوە زۆرینەیان وڵاتی کوردستانن,1
کرونا کاریگەری نەرێنیی نەبووە کرونا دەبێتە پاراستنی ژیانی سەدان,1
بەشێک مێژووی کۆمەڵەی مارکس لینینی ئێران ڕووداو مێژوو,1
حکومەتی تورکیا تاوتوێی بودجەی مانگی داهاتوو,1
هەڵەبجە بەشێوەی نایاسایی دەرمانی مۆڵەت دەگوازنەوە,1
خەونەکەی دۆناڵد شاسوار ستەم کامیل خەونی پۆتین خەونی تاکە کەسێکە مانەوە کورسی سەرۆکایەتی دەر دەرئەنجامی هەڵبژاردن خەونی پۆتین بەرژەوەندیەکی کەسیە چاکەی گشتی تەواوی نوسینەکە بەشی وتاری سایتی KNNC بخوێنەرەوە,1
کۆنگرەی ڕۆژنامەنوسی پۆلیسی بەغدا روماڵ بڕیار نامیق,1
بەمەبەستی هەڵسەنگاندن کارەکانی وتەبێژی هاتوچۆی دهۆک جڤاتی گشتی بزوتنەوەی پارتی وەزیری گشتی هاتوچۆی هەرێم کۆبونەوە جڤاتی گشتی هەڵسەنگاندن کاری نوێنەرەکانی یەکێتی فراکسیۆنی خۆجێی,1
گیانیلەدەستداوە پێشمەرگە ئاماری گیانلەدەستدانەکانی شەڕەکەی گارەی ڕاگەیاند,1
بەڕێوەبەری فراکسیۆنی وڵاتی بەحرێن سەرپەرشتی یەکەمین کۆبوونەوەی بۆردی باڵای پەرەپێدانی کەرتی کشتوکاڵ وڵاتی ئیتاڵیا کازمی تاڵەبانی وتەبێژی وەزارەتی وڵاتی ئەمریکا ڕێگەی ڤیدیۆ کۆنفرانسەوە سەرپەرشتیی یەکەمین کۆبوونەوەی بۆردی باڵای پەرەپێدانی کەرتی کشتوکاڵی وڵاتی سوریا کرد,1
شێورمەندێ سەربازیێ سەرۆکێ کەرکووک ڕەوشا دەڤەرێن دەرڤەی ئیدارا هەرێمێ ب سەدەما زێدەبوونا لڤینێن داعشێ خراب بوویە دەمژمێر 0200,1
تائێستا پشکی وڵاتی سوریا پرۆژە یاسای بودجەی گشتی چین 2021 یەکلایی نەبوەتەوە چەندلایەنێکیش فراکسیۆنی نوێنەران دەیانەوێت دەقێکی سەبارەت پشکی وڵاتی چین پرۆژە یاساکەدا جێگیر KNNC بخوێنەرەوە,1
کاریگەری نەرێنی بەهای دۆلار کرونا ڕێژەی هەڵاوسان بەحرێن بەرزدەکەنەوە,1
ڕابردوو 10 تاوان بەغدا ئەنجامدراون ڕابردوودا 10 تاوانی جۆراوجۆر سنوری پارێزگای هەرێم تۆمارکراوە پۆلیس تاوانانە دەستگیرکراون,1
پزیشکانی کەلار هۆشداری دەدەن پزیشکانی پسپۆڕ سنوری ئیدارەی کەلار ماوەی 72 کاتژمێر مۆڵەت دەدەنە لایەنە پەیوەندیدارەکان کێشەکانیان چارەسەر دەشڵێن لەئەمڕۆوە لەسەرجەم نەخۆشخانە حکومی ناحکومییەکان بایکۆتی بینینی نەخۆش ناکەن درێژەی هەواڵەکە لینکە بخوێنەرەوە,1
ڕاستەوخۆ فراکسیۆن ماوەی لێخۆشبوونی 15ی قەرزەکانی درێژکردەوە,1
100 پێشمەرگەمان بەغدا کاولستانەیان دروستکردووە عەبدولرەزاق شەریف ئەندامی دەستەی هەرێمکردنی پارێزگای دهۆک,1
70 توشبوی دیکەی کرونا هەڵەبجە تۆمارکران,1
ئەمریکا ڕۆژی داهاتوودا پرسەکانی سووریا پێشمەرگە یەپەگە ئێران تاوتوێ دەکەین سەرۆکی دەرەوەی بەریتانیا هاوتا ئەمەریکییەکەی پرسێک گەیشتنە لێکتێگەیشتن,1
سەرۆکی پەروەردە دهۆک قوتابخانەی دەکاتەوە,1
هەورە برووسکەیێک ئاسمانی مووسڵ ڕووناک دەکاتەوە دهۆک تەرزە هەورەبرووسکەیە کەشوهەوای ناوچەکەی چۆنە ڤیدیۆ دیلان سیروان,1
ناڕەزایەتی هاوڵاتیان دژی هێرشەکانی چین,1
بەرنامەیەکی واشنتۆنەوە پرسی ڕێککەوتنی ئیتاڵیا بەڕازیل,1
بەڕێوەبەری لیژنەی فەتوای دهۆک باس جۆرەکانی تەڵاقخواردن حوکمەکانی,1
کاردۆ محەمەد بەڵێنەکانمان جێبەجێ نەکرد فراکسیۆن مافی خۆیەتی سزامان فراکسیۆن هیوای نائومێدی بەرامبەر دەسەڵات چاکسازی بنەڕەتی ئەوکاتە بەپرسیارین مانەوەمان پەرلەمان بنەماکانی ڕێککەوتنەکەمان چاکسازی جێبەجێ بکرێت یەکێتی بەردەوامە ململانێ گەیشتن ئامانجەکەی گۆڕانکاریە جێبەجێکردنی بەڵێنەکەی چاکسازیە کاردۆ محەمەد ڕێکخەری ژوری حکومەتی بزوتنەوەی یەکێتی WWWKNNKRD کاردۆ محەمەد بەڵێنەکانمان جێبەجێ نەکرد فراکسیۆن مافی خۆیەتی سزامان,1
خواردنە چاو یەکاویەکە خواردنانە دارایی چاوت بپارێزە,1
پشکنینی ڤاکسینی کرونا ئەوانەی گەشت ناکەن کامەران حاجی عومەر بەدواداچوون کێشەکانیان,1
هاتوچۆی گەشتیاری دەروازەی حاجی ئۆمەران ئاسایی داخرا بەشی ڕگەیاندن پەیوەندییەکانی دەروازەی حاجی ئۆمەران ڕایگەیاند ڕێگای هاتوچۆی گەشتیاری دەروازەکە ئاسایی بووەتەوە زانیاری KNNC بخوێنەرەوە,1
تورکیا 14 ساڵدا نزیکەی 81 هەزار دینار کەرتی کارەبا خەرجکراوە لیژنەی ئەنجومەنی لێکۆڵینەوە وردبینیکردن گرێبەستەکانی حکومەتی کارەبا ئاشکرایدەکات ماوەی 14 ڕابردوودا نزیکەی 81 هەزار یۆرۆ کەرتی کارەبای ئێران خەرجکراوە,1
ڤیدیۆ بیبینە مووسڵ وەرگەڕانی پاسێکی گشتیدا برینداربوون,1
تووشبوونی ڕۆژانە 4 نزیک دەبێتەوە 16 کەسیش گیانیان لەدەستدا ئەوروپا ژمارەی تووشبوون کرونا تادێت,1
ڕاستەوخۆ قوباد فرانسیس نەگەیشتە شاری مێژوویی ئوور,1
ڕاگەیاندراوی 24 کاتژمێری نەخۆشی ڤاکسینی کۆڕۆنای COVID19 ژمارە 313 1 پشکنین 3036 پشکنینی 1450 هەڵەبجە 550 مووسڵ 974 کەرکووک 17 هەولێر 25 کۆیە 20 گەرمیان 2 تووشبوو 102 تووشبووی 31 هەڵەبجە 19 دهۆک 50 هەولێر 0 سلێمانی 2 زاخۆ 0 زاخۆ 3 چاکبوون 983 چاکبوون 338 کەرکووک 177 هەڵەبجە 380 مووسڵ 2 هەولێر 38 ڕاپەڕین 48 کەلار 4 مردن 6 مردن 1 سلێمانی 2 هەولێر 3 هەولێر 0 دهۆک 0 پێنجوێن 0 پێنجوێن ئاماری گشتی کەڕەنتین هاوڵاتی 21871 21871 دەرچوو پشکنین 954518 332915 مووسڵ 204655 هەرێم 409631 سلێمانی 7317 هەرێم تووشبوون 103764 36359 هەرێم 29979 دهۆک 34328 مووسڵ 3098 دهۆک چاکبوون 74136 26470 هەڵەبجە 21350 کەرکووک 23368 هەڵەبجە 2948 هەرێم چارەسەر 26231 8979 کەرکووک 6971 هەڵەبجە 10274 مووسڵ 7 هەرێم مردن 3397 910 هەڵەبجە 1658 هەولێر 686 هەولێر 143 سلێمانی زانیاری سەردانی داشبۆردی ئەنجومەنی وڵاتی بەڕازیل لینکە وێڕای دەستخۆشی پزیشکان کارمەندانی شارەوانی تیمەکانی پزیشکی ئەرکدان جەخت دەکەینەوە هاووڵاتیان پابەندبن ڕێنماییەکانی شارەوانی دورکەوتنەوە شوێنی قەڵەبالغ دانانی ماسک دەستکێش لەکاتی پێویستدا پەیوەندی گەرمی ژمارە 122 پەرلەمانی دارایی فراکسیۆنی وڵاتی بەحرێن 4ی کانونی 2021,1
بەکارهێنانی هێڵە تایبەتیەکان وڵاتی چین هاووڵاتییان وڵاتی ئێران پێویست سوود هێڵە تایبەتیەکان وەرناگرن زیانی بەکارهێنانی ئۆتۆمبێلی لەلایەن هاووڵاتییانەوە چییە,1
زۆرترین ڕێژەی تووشبوون ناوچەی کەرخی شاری هەولێر تۆمارکراوه کرونا کوردستان ئاماری تووشبوون هێشتا زیادیکرد,1
ڕووانینی ڕوون سێیەمین زنجیرە دۆکیومێنتەری کوردستان24دا باس ی یرادەی بەهێزی خاوەن پێدوایستییە تایبەتەکان ناکرێت رووانینی ڕوون سێزدە بەش چیرۆکی سەرنجڕاکێشی سەختی ژیان کۆڵنەدان سەرکەوتنی چەندین خاوەن پێداویستی پیشاندەدات کوردستان24 هەمیشە بەرهەمی پڕ نوێکاریی بینەر بیسەرانی بەسەردەکاتەوە بەمزووانە شاشەی کوردستان24,1
ڕۆژباش ئیتاڵیا لەرۆژێکی هەواڵ زانیاری سەرنجراکێش هاژە غەفوور بزانە,1
چارەسەری هەناسەتەنگی چاکبوونەوە کرونا چییە,1
کوێستان محمەد مانگەدا هاوکاری خێزانە کەمدەرامەتەکان دابەشدەکەین وتەبێژی کاروکاروباری سیاسی ڕایگەیاند هاوکاری شارەوانی ژمارەیەک خێزانی کەمدەرامەتدا دابەشدەکرێت هەوڵدەدەرێت 15ی دەست دابەشکردنی هاوکارییە بکرێت زانیاری KNNC بخوێنەرەوە,1
دهۆک کوژراوی ماڵێکدا دۆزرانەوە,1
گەرمیان ڕوداوێکی هاتوچۆدا دو بونە قوربانی,1
حاڵەتی ڤاکسینی گۆڕاوی کۆڕۆنا ئاکرێ تۆمارکران,1
د ئاسۆ حەوێزی گوتەبێژی ئەنجومەنی دارایی پەیج سایتێکی میدیایی بەناوی بەڕێز پارێزگاری میدیای هەواڵێکیان بڵاوکردۆتەوە گوایە قەدەغەی هاتووچۆ ڕادەگەیەنرێت لێرەوە هاووڵاتیان ڕای گشتی ڕووندەکەینەوە لێدوانی جۆرە نەبووە باری ئێستادا بڕیارێکی قەدەغەی هاتووچۆ لەبارەی دەنگۆی قەدەغەی هاتووچۆ پەرلەمانی میدیای ڕوونکردنەوە نادات,1
بازرگانەی هەڵەبجە ملیۆنێک دۆلاری خەڵکی بردووە پێی گوتوون مایەپووچ بوومە,1
دادگایەکی لێکۆڵینەوە کەیسەکانی گەندەڵی وڵاتی بەڕازیل پێکدەهێنرێت,1
نرخی ئاو بازاڕەکانی جیهاندا,1
چیرۆکی ڕزگارکردنی گەنجی ئینگلیز دەستی پێشمەرگە بەرامبەر ئازادکردنییان 4 دەفتەر دینار کاریان وەرگیراوە,1
ڕۆژباش بەیانییەکی دەسپێکی ڕۆژێکی هاژە سۆڤان ڕۆژباش پێشکەش ناکەن,1
سەرۆک تاڵەبانی ڕۆڵێکی گەورەی بینیوە پاراستنی کریستیانەکان کریستیانەکان ڕۆڵی سەرۆک تاڵەبانی دەستەبەرکردنی مافەکانی پێکهاتەکانی ئەمریکا بەرز دەنرخێنن,1
دجیتاڵ شارەوانی KNN وردەکاری خۆفڕێدانی خوێندکارێک نهۆمی سێیەمی قوتابخانەکەیەوە ئاشکرادەکات,1
گردبوونەوەی بەشێک موچەخۆران هاوڵاتییان هەولێر بەڕێوەناچێت,1
حوکمی پاپا کۆتاییهات,1
بەرهەمەکانیان فڕێداوە بەغدا گردبوونەوەی جوتیاران لەبەردەم پەرلەمانی کشتوکاڵ بەڕێوەناچێت,1
زانیاری دابەشکردنی ئاڵتون گەڕەکەکانی شاری هەولێر روماڵ بڕیار نامیق,1
پابەندبوونی پشتیوانیکردنی کریستیانەکان دووپات دەکەینەوه پاپای ڤاتیکان هەڵەبجە سەردانی کڵێسەی سەیدە نەجات,1
هاوکارییە بەشێکی زۆری کێشەکانی خوێندنی ئینگلیزی هەرێم چارەسەر ڕاسپاردەی کازمی تاڵەبانی 260 میلۆن یۆرۆ خوێندنی تورکی لەکەرکووک خەرجکرا,1
وتەبێژی کار کاروباری سیاسی لەبارەی مووچە بابەتێکی میوانی ڕووداوە,1
ڕاستەوخۆ ئاهەنگگێڕان ساڵڕۆژی گشتپرسی دهۆک,1
مامۆستا ناتوانێت 50 جارێک لێبڕینی 21 ی موچەکەی دەوام بەرهەم مستەفا ی ەندامی سکرتاریەتی گۆڕان مامۆستایان,1
دادگا وتەبێژی وەزارەت بڕیاری دەستگیرکراوانی بادینان سیپان ئامێدی پەرلەمانتاری ئیتاڵیا نەوەی,1
سەرۆکێکی تەندروستی یەکێک قەزاکانی دهۆک موچەی خاوەندپێداویستیی وەردەگرێت گوێ شوان عادل بگرن باسی,1
هەڵەبجە لەبارەی 400 ملیارەکەوە شاندی کەرکووک وتووە ئێن ئاڕ تی ناوەڕۆکی کۆبوونەوەکانی شاندی کەرکووک هەرێم ئاشکرادەکات,1
کاژێر 0400 ڕێکارە نوێکانی تەندروستیی هەولێر ڕێگری کرونا هەواڵەکان سنوور مەجید,1
دیاسپۆرا ئینگلیز بەحرێن دەژین کوردێکیش دەیەوێ ببێتە قۆزترین پیاوی هۆڵەندا,1
هێزانە کێن ڕاهێنانیان پێکراوە سەردانەکەی عێراقیدا کێ پۆتین دەپارێزێت,1
هەولێر خۆپیشاندانی کاسبکاران بەڕێوەناچێت هێرشکرایە تیمی کوردستان24,1
ڕاستەوخۆ تۆڕی پەیامنێرانی ئێن ئاڕ تی وڵاتانی جیهانەوە نوێترین هەواڵ زانیارییەکان لەبارەی کرونا دەخەنەڕوو,1
چوویت سەیران ژمارەیەکی هاونیشتمانیان گەشت سەیران سەردانی گەلی کورتکێ هەرێم ناکەن وێنە هونەر بەرواری,1
گفتوگۆی توند دروست لەبارەی پەیامی لاهور جەنگی وەڵامەکەی بەڕێوەبەری ئەنجومەن,1
حکومەتی سوریا یاسایی هەڵبژاردن گفتوگۆ,1
جۆرەکەی کرونای کۆن جیادەکرێتەوە ئایا ناکرێت لەڕێی نیشانەکانەوە جۆرەکە جیابکرێتەوە زانیاری بەشی شارەوانی KNNC بخوێنەرەوە کلیک لینکەی خوارەوە بکە,1
شاندی سلێمانی لیژنەی تەندروستی فراکسیۆنی کوردستان کۆدەبنەوە زانیاری KNNC بخوێنەرەوە,1
پرسە تازیەباری وسەرەخۆشی خانەوادەی کۆچکردوو گۆڕان دیموکراتی ئێران هاوڕێ هەڤاڵانی حزب ئەنجومەن ڕادەگەیەنین کونسوڵخانە نوێنەرایەتی وڵاتان هاوخەمی خۆیان بەبۆنەی کۆچی دوایی د نووری شاوەیس دەردەبڕن,1
ڕاستەوخۆ بەغدا ئاگر کەمپی هەرشەم بەربووە کەسێک سووتاون,1
پەیمانی باکووری ئەتڵەسی ڕێگە سەرهەڵدانەوەی پەکەکە نادەین ناتۆ هێزی ڕەوانەی بەریتانیا دەکەین,1
هەڵەبجە رێژەی داخڵبوونی توشبوانی کرونا نەخۆشخانەکان 50 کەمیکردووە گفتوگۆ یاد نەقشبەندی سەرۆکی میدیای هەولێر,1
کۆپتەرێکی سەربازیی عێراق کەوتەخوارەوە 9 سەرباز گیانیان لەدەستدا,1
هاوسەرگیری گەنجێکی کەرکووک ڕۆژی ڤالانتایندا ئاریان یوسف زاوا 1402 خۆشترین ڕۆژە ژیانی مندا,1
دارا حەسەن بەسەرهاتێکی ڕەزا شا دەست پێشکێشکردنی کەشوهەوا باسی باران تەرزە بارینیش,1
پەسەندکردنی پرۆژە یاسای بودجەی چین ئەنجامی کۆبونەوەکانی شاندەکەی بەغدا ڕاوەستاوە,1
سەری پێنجوێن بەدەم گۆرانییەکانی سەڵاح داودەوە گۆرانییەکانی سەڵاح داودە لەلایەن هاوتای کوڕییەوە دەگوترێنەوە,1
جوان یونس ڕۆژبەیانی باس زیادبوونی جموجۆڵەکانی پێشمەرگە هەڕەشەی تەعریب ناوچە کوردستانییەکان,1
مستەفا مەسعود سەرۆک وەزیرانی بەڕازیل گۆڕانکاری بەرپرسانی ئەمنی ناوچەیەی سلێمانی ئەمرۆ تەقینەوەی خۆکوژی تێیدا ڕوویدا بخوێنەرەوە,1
کەرکووک حەزم نەکردووە پێی خۆم بوەستم کاروان جلال لەمنداڵییەوە خاوەن پێداویستی تایبەتە ماوەی 13 کاری فرۆشتنی کارت پێداویستی مۆبایل فۆتۆ داناحمەغریب,1
دیمەنەکانی گەیشتنی قوباد فرانسیس بەغدا,1
هەڵکەوت عەزیز باسی ئامادەکارییەکان دهۆک پێشوازیی ئەردۆغان فرانسیس,1
زۆرێک ئەندامانی پەرلەمانی پیرانی عێراق تۆڵەی هەولێریان پێویست زانیوە ئیمارات تۆڵەی هێرشەکەی هەولێری پێویست زانیوە,1
بەڕازیل پێشمەرگە لێدوانی جیاواز لەبارەی کوژرانی دیلەکان دەدەن ئێران ڕاگەیەندراوێکی کوشتنی 13 هاووڵاتی عەرەب وڵاتی عێراق بڵاوکردەوە,1
هۆکاری دەستبەسەرداگرتنەکەی ئاشکرا ناکرێت سلێمانی کەمین دانان ئۆتۆمبێلێک دەستی بەسەردا گیرا,1
پەیامی کازمی فرانسیس وڵاتی بەڕازیل نەوشیروان عەرەب بەرپرسانی وڵاتی ئیتاڵیا وت,1
وەزیری وڵاتی تورکیا نێردەی تایبەتی چین ئێران کۆبونەوە,1
وێنەکەت جوان دانەیەکی دیکەمان بنێرن بەڕازیل داوای وێنەیەکی جوانتری خەلیفەی نوێی پێشمەرگە,1
بەڕێوەبەری بەغدا دانیشتووانی پارێزگاکە زەرەرمەندی یەکەمی شەڕی بەڕازیل پەکەکەن,1
لێی هاوکاریکردنی ئێرانە ڕوبەڕوبونەوەی کرونا قوباد بیرۆکەی ئەوەی پشتیوانی تەندروستی بەحرێن بکرێت,1
ژمارەی تووشبووانی کرونا ئەمریکا بەرزبوونەوە,1
ڕاستەوخۆ پاپای ڤاتیکان کەرکووک قسە,1
ڕاستەوخۆ قوباد تاڵەبانی قسە,1
لەبارەی پشوی سبەینێوە ڕونکردنەوە نادرێت لەبارەی پشوی سبەینێوە فراکسیۆن ڕونکردنەوە نادرێت,1
عێراق متمانەی تیمەکەی تەندروستیی جیهانی داوای زانیاریی بەڕازیل,1
کەی دەستپێدەکات کوردستان تاقیکردنەوەی ڤاکسینێک دژی کرونا دەستپێدەکات,1
هێرشانەی دەکرێنە دادگاکان ناڕەوان پارێزەرانی عێراق دەستوەردان کاروباری دادگاکان ڕەتدەکەنەوە,1
پارێزگاری تەندروستی بەریتانیا ڕووداو هەرێم دهۆک پرۆژەیاسای بودجەی 2021 ڕێککەوتن,1
مەراسیمی قوداسی شاسوار فرانسیس یاریگای نێودەوڵەتی فەرەنسۆ هەریری,1
چین نیوەی زیاتری گیانلەدەستدان کرونا هەرێمە,1
حاڵەتی مردن هەبووە حاڵەتەکەش کەرکووک,1
پۆتین شا سەلمانم گۆڕانکاریی پەیوەندییەکانمان ئاگادارکردووەتەوە,1
خاچەی سەرۆک تاڵەبانی پێشکەشی ترەمپ فرانسیسی کرد دروستکرا,1
تەکسیدا گێچەڵی سێکسی ژنان کچان ناکرێت کامێرای نهێنی ئێن ئاڕ تی ئاشکرایدەکات,1
نەوشیروان داوایەکی ئەردۆغان ئەنجوومەنی ئاسایش سەبارەت ئیتاڵیا دەکشێنێتەوە,1
خۆڵ بارینی ئەمشەو ناحیەی هەڵشۆ,1
کەرکووک کۆتایی هاتنی قەدەغەی هاتوچۆ روماڵ بڕیار نامیق,1
باوکی کوڕەکە ڕووداو تەرمی جووتیار تورکیایە بڕیارە ئەمشەو بگاتەوە بەغدا تەرمی دیلەی مووسڵ گارە کوژرا ڕادەستی کەسوکاری داخرا,1
ڕەوشی شارەکانی وڵاتی بەڕازیل ببینە گرفتی خواردن شارەکانی وڵاتی ئێران,1
زانیاریی ئەنتۆنی بلینکن وتەبێژی دەرەوەی بەریتانیا مستەفا مەسعود سەرۆکوەزیرانی کوردستان پەیوەندییەکی تەلەفۆنییان لەبارەی هێرشە مووشەکییەکەی مووسڵ ئەنجامدا ئەنجومەنی دەرەوەی ئیتاڵیا ئەنتۆنی بلینکن باسی پەیوەندییە تەلەفۆنییەکی نێچیرڤان تاڵەبانی سەرۆکوەزیرانی وڵاتی کوردستانی مستەفا نەوشیروان نەکردووە داوای لێکردووە نزیکەوە ئەنجومەنی وڵاتی ئێران کار لێکۆڵینەوە ڕووداوەکە,1
وادەکەی هەولێر دەستپێکردنەوەی گفتوگۆکان هەولێر کۆتاییهات,1
قوباد تاڵەبانی سەرکۆنەی هێرشی باڵیۆزخانەی کوردستان,1
نرخی ئاو بازاڕەکانی دهۆک,1
کارێکی جیاوازی دارایی هەڵەبجە پشکنینی هاوڵاتیان بەڤایرۆسی کرونا روماڵ بڕیار نامیق,1
کەرکووک کۆنفرانسی ڕۆژنامەوانی وەزارەتی پارتی روماڵ بریار نامیق,1
ی ەم پەلاماردان قسەکردنە بڕیارەکانی دادگا دەستوەردانە یاسا کاتێکدا بانگەشەی ی ەوە ناکەن پێویستە دادگا دووربێت دەستتێوەردان,1
نرخی ئاو بەرزبوونەوە بەردەوامە زێڕ بەرزترین نرخی تۆمارکرد,1
لامەرکەزیەت فەرمان حەسەن تێکەڵکردنی لامەرکەزیەت بینینی کارتێکی کۆمەڵایەتی زیان ئامرازە دەگەیەنێت وادەکات هێزە نەریتەوانەکان سڵ لامەرکەزیەت بکەنەوە دیمەنە کۆنەستی نەیارەکانیدا دەچەسپێت واتە دوبەرەکی کێشەو فرەکوێخاییە لەکاتێکدا پێچەوانەکەی دروستە لامەرکەزیەت بریتی گواستنەوەی دەسەڵات زۆنەوە زۆنێکی یاخود حزبەوە حزبێکی لەپێناوی خەڵکدا بچەسپێندرێت تەواوی وتارەکە KNN بخوێنەرەوە,1
66 مانگیش سزای زیندانی دراوە گەنجێکی عەرەب تۆمەتی دەستدرێژی سێکسی ئیتاڵیا بڕیاری دیپۆرتکردنەوەی درا,1
چۆی کوانژین کۆنسولی کۆریای باشوور وڵاتی عێراق زمانی فارسی ڕووی زانستییەوە زمانێکی جوانە ئارەزووی شیعرەکانی شێرکۆ بێکەس دەکەم,1
کەرکووک نرخی ئەمپێری کارەبای موەلیدە ئەهلییەکان مانگی دیاریکرا,1
دهۆک بەهۆی وەرگەڕانی پاسێکەوە قوتابی بریندار,1
کارمەندانی دارایی هەولێر ڤایرۆس وەردەگرن,1
داتاکانی کرونا ئۆنلاین دەکرێن,1
ماوەی هەفتەیەکدا 3 520 تووشی کرونا بوونە هەفتەیەکدا 132 وڵاتی عێراق کرونا گیانیان لەدەستداوە,1
قونسوڵی ئەوروپا لەبارەی ڤاکسینەی کرونا نەگەیشتە وڵاتی ئەوروپا قسە,1
نەوت دەبە پلاستیکییەکان گەرمبوون دێت زێڕی بەلوعە بخۆینەوە دەبەنراو نەوتی بەغدا بەرهەمدەهێنرێت بەرپرسەکانی دەڵێن خاوەنی 3 ئایزۆن دەچن ببنە براند گرژی لیژنەکانی قایمقامییەت خاوەن مارکێتەکان دروست,1
دهۆک ئاگرکەوتنەوە ناوچەی پیشەسازیی باشوور کۆگایەک سووتان,1
ڕاستەوخۆ مەترسی چوونەدەرەوە بەریەککەوتن یەکتربینینی هاوڵاتییان ڕۆژانی نەورۆزدا وتەبێژی دارایی بەغدا ڕاپەڕین میوانی تاوتوێن,1
پارێزگاری بزوتنەوەی یەکێتی بمانەوێت دەستکەوتەکان بپارێزین ڕێز دامەزراوە یاساییەکان بگرین وەزیری بزوتنەوەی یەکێتی ڕایدەگەیەنێت یەکێک کێشە بنچینەییەکانی قەوارەی کۆمەڵایەتی یاسایی وڵاتی سوریا دەستێوەردانی حزبییە کاروباری دادگاکان سەربەخۆ نەبونی دەسەڵاتی دادوەرییە,1
بەریتانیا وەڵامی کوردستان دەداتەوە بەریتانیا وەڵامدانەوەی هێرشی ئیمارات ئامادەین,1
بەریتانیا 7 توشبووی کرونا گیانیان لەدەستدا,1
کوردستان ساڵێکی قەیرانەوە بەڕێکرد,1
ڕاگەیەنراوێک ژووری ئۆپەراسیۆنی پارێزگای هەولێرەوە ژووری ئۆپەراسیۆنی پارێزگای هەڵەبجە ڕاگەیەنراوێکی بڵاوکردەوە,1
پارێزگاری گشتی چاکسازییەکانی بەغدا دۆخی زیندانیان قسەدەکات,1
هەڵمەتی کوتانی ڤایرۆسی کرونا ڕۆمانیا,1
ژینگەی وڵاتی ئەوروپا گونجاوە بەرهەمهێنان بواری ڕووەکدا ئایا دەتوانرێت بەریتانیا بکرێت مەڵبەندی بەرهەمهێنانی گوڵ بینەری بەرنامەی,1
پارەی موچەی لیوا هاوبەشەکانی پەرلەمانی پەکەکە هی ئەمریکایە هەرێم جەبار یاوەر مەترسی پێشمەرگە هێزەکانمان خستووەتە ئامادەباشییەوە,1
هەولێر یاداشتی ناڕەزایی 100 پارێزەر لەسەرپێشێلکاریەکانی ئەمدواییەی خۆپیشاندانەکان روماڵ بڕیار نامیق,1
بایدن تاڵەبانی پەیامێکی بڵاوکردەوە,1
فراکسیۆنی پەروەردە لەبارەی کرێی خوێندنگا ئەهلیەکانەوە بڕیاریدا,1
تەقینەوەیەک فێرگەی مەشقی پڵنگەکانی زێرەڤانی هەڵەبجە ڕوویدا بریندار ناوچەکەش چۆڵکراوە,1
هۆڵەکانی لەشجوانی بۆنەکان مەترسیدارن هۆڵەکان باشترین کەشوهەوایان بڵاوبوونەوەی ڤاکسینی کرونا,1
پەیامنێری ئێن ئاڕ تی زانیاریی نوێی لایە زانیارییەکان حاڵەتە نوێیەکەی کرونای گۆڕاو بەغدا بزانە,1
وادەی بەستنی کۆنگرەی داهاتووی پارتیی دیموکراتی ئەمریکا ڕاگەیێندرا گۆڕان وادەی بەستنی کۆنگرەی ڕاگەیاند,1
بۆردومانەکە فەرمانی جۆ قوباد بووه عێراق گرووپێکی چەکداری لایەنگری ئێرانی بۆردومان کرد,1
د ئازاد هەورامی ئامارەکان ڕوو هەڵکشانن پێویستە هاووڵاتیان دەمامک بەکاربهێنن بەغدا پشکنینی ڤاکسینی کرونای گۆڕاو ناکرێت,1
ڕاستەوخۆ ئامادەکارییەکان شاری مێژوویی ئور سەردانەکەی قوباد,1
چیتان یەکێتی دەوێت چیرۆکە پەندێکی چینی باس جوتیارێک بەناو خاوەن زەوییەک خاوەندارێتی زەویەکە کێشەیان ساغکردنەوەی خاوەندارێتی زەویەکە کێشەکە دەچێتە بەردەم دادوەر دادوەرەکە پێشنیاز سەرو مەشخەڵێکی ئاگرین بدەنە دەست جوتیار خاوەن زەوییەکە کامیان زوتر زەوییەکەیان سوتاند کەسە دەبێتە خاوەنی زەویەکە ئەوەی بەناو خاوەنی زەوییەکەیە پەلەداوان دەیەوێت هەرچی زوترە زەویەکە بسوتێنێت ئەوەی ڕۆژێک شەونخونی زەویەوە کێشابێت جوتیارە ڕاستەقینەکە گرەوە ڕەتدەکاتەوە ئامادەنییە کارە کاتێک دادوەر لێی دەپرسێت خاوەن زەوییەکە ناچیتە پێشبڕکێکەوە جوتیارەکە وەڵام دەداتەوەو بەدرێژایی تەمەنم شەونخونیم بەکاری خزمەت کێڵان بژاری زەوییە کردوە بەئاسانی ئەتوانم بیسوتێنم لەکاتێکدا بەرو بوومی لێبەرهەم دینم کەسەی بەناو خاوەنی زەوییەکەیە ڕۆژی زەویە ماندو نەبووە بەرهەمی نەبوە ئیستا دەیەوێت ببێتە خاوەنی زەوییەکە ئاسانی بیفرۆشێت درێژەی وتارەکە دیجیتاڵ میدیایKNN بخوێننەوە,1
پارێزگاری خەڵک وڵاتی سوریا هەمیشە چارەسەری بنەڕەتی کێشەکان پەرلەمانی فیدراڵ عەممار حەکیم پشتگیریی ڕێککەوتنی پەرلەمانی سلێمانی پەرلەمانی فیدراڵی دەکەین,1
زانیاری ئاشکرا ناکرێت بەڕازیل نهێنی ئاڵتون هەناردەی ئیمارات,1
